10011510,0
10011877,1
10012656,1
10016008,1
10017484,1
10019238,0
10025420,1
10043584,1
10044344,0
10044377,1
10049546,1
10050526,1
10051427,0
10052066,0
10052336,1
10057999,0
10058583,0
10060248,1
10062530,0
10074076,1
10085295,1
10091078,1
1009980,1
10100017,1
10100540,0
1010133,1
10102208,1
10108881,1
10117827,1
10118956,0
10133137,0
10142325,1
10149925,0
10151338,0
1015235,0
10161323,1
10162665,1
10168575,1
10169591,1
10170059,1
10172547,1
10179890,1
10184242,0
10188408,1
10196089,1
10198794,1
10201021,1
10201484,0
10203386,0
10203858,1
10207055,1
10209332,0
10214225,1
10223005,1
10224763,1
10228447,1
10228888,1
10230206,0
10232523,0
10233226,0
10240841,1
10252323,1
10254207,0
10256076,0
10267519,1
10269833,1
10275055,1
10275821,0
10277214,0
10279691,1
10282204,1
10289981,0
10290551,1
10296661,1
10300028,0
10302063,1
10304827,0
10310768,0
10311164,0
10320732,0
10322439,0
10328889,0
10330028,1
10332703,0
10334701,1
10344745,1
10349470,1
10349903,1
10350843,1
10358017,1
10368267,0
10368531,0
10368563,0
10374847,1
10376709,1
10377520,0
10381173,0
10385800,1
10386026,1
10386637,0
10392933,1
10394778,0
10395752,0
10396678,1
10399917,0
10400170,1
10401781,1
10403401,0
1041188,0
10413278,1
10415803,1
10418040,1
1042494,1
10424957,1
10428431,1
10432200,0
1043445,1
10446250,1
10448321,1
10449755,1
10451375,0
10451554,1
10460437,0
1046243,1
1046362,1
10464553,1
10475125,0
1048147,0
10488288,1
1049102,1
10493879,0
10498557,1
10511330,0
10515551,1
10523569,1
10525013,0
10535156,1
10539809,0
10543407,1
10550087,1
10552088,0
10556355,1
10559510,0
10559944,0
10560209,0
10560406,0
10567030,1
10573571,1
10574526,1
10577684,0
10585737,1
10589627,1
10592903,1
10601712,1
10607019,1
10610195,1
10611094,1
10615143,0
10616275,1
1061800,0
10621475,0
10623417,1
1062430,1
10624340,0
10627981,0
10628102,1
10630716,0
10636677,1
10640079,1
10645203,0
10656066,1
10659632,1
10660655,0
10663937,0
10664346,0
10664666,1
10665223,1
10668466,0
10671593,1
10676421,1
10680041,0
1068019,1
10692131,1
10693799,0
10695984,0
10698601,1
10701021,1
10702272,0
10707781,0
10710312,0
10711341,0
10712890,1
10713574,0
10715066,1
10720563,1
10726999,1
10734942,1
10735499,1
10736643,1
10737248,1
10743970,1
