45882080,4298,3.889500087011165
70331108,12285,4.034676479097865
53417379,15230,1.9034254849147498
90607973,3785,4.743639218160091
46768202,23146,2.821622822188112
53145456,14802,2.247697925642652
53970860,8383,4.108050169687808
20659135,34012,1.865593734014495
88549220,17057,3.7997350981088034
96615834,33406,3.2399923409460225
57806904,16536,2.7905799375920757
60176043,19297,1.9728661627310482
65408331,4698,3.456692095254479
95185509,25761,4.498752912777396
42112341,16687,3.192576398312965
53172426,8521,3.5611897022893664
21822569,14197,3.079384986324355
99824586,7427,3.8833591433795043
30221574,39501,4.112296
15493907,32353,3.755009827318695
86839143,5487,3.291541099342815
23409285,11688,5.0
66147230,37261,3.409135750051802
19550762,2298,3.008302314144308
86756416,2908,3.4691014794467874
70184615,31926,1.3191953907814953
12042485,32939,3.236904753324685
92535550,4678,5.0
51920102,5627,2.7160000619024323
24321288,15508,4.3308745072101535
21777300,1881,3.8269389150524904
76029898,15182,2.5045102122972063
59291475,26215,1.849139818844566
24424732,38060,2.6006561139392796
36538681,22028,2.203461678370746
61322612,4297,1.6971104724406143
84983482,16106,2.4318381732968266
1681804,25591,3.0724873079865516
32169018,21353,3.9358333624241846
88867701,12128,4.112296
47219251,32831,3.4765193536350205
64676936,3512,2.9102380445167335
78361972,2049,2.4879536047652957
75455757,9722,3.085742479683059
35991499,10710,2.86545167175239
21257068,3806,2.858779616644193
82294807,13239,2.248967820510609
82411096,11262,2.5766683425787904
25791710,13059,4.112296
63733070,16720,3.377075909542922
84684934,25709,4.25828245650276
28690324,15221,2.4598914578534803
33376560,14350,2.7953531662886246
44952296,26793,3.0909267004747423
84950986,30328,2.297373747254612
87059765,10290,2.9693110535478815
4201981,35257,3.141230399474014
21996947,8726,4.695689971019292
27913543,5995,3.604677068498588
68624729,35624,4.5662447753580135
41869386,27722,4.112296
85642947,33533,2.28659416946705
39636849,24003,3.9750383800420135
20719434,14890,1.1383226023773716
86293825,29741,3.277451524495683
54997373,38495,1.7530190841286166
66965389,5430,2.7610889416371664
85922425,18259,4.112296
51752647,10624,2.526824646651083
48564679,30677,4.029032123903491
50836660,30733,2.326161986112761
35880050,9358,3.77833763209018
95956058,29835,4.472517409884474
9077643,39662,4.178571537557165
79512373,12791,4.112296
14947923,34581,4.112296
24270649,26706,4.418259391991671
93330818,9983,3.1406082162646527
72575690,32562,4.1851740374421755
46993644,6762,2.1498592114341353
49459560,37315,1.5557234623146745
82054298,31903,2.5967439452967187
28779898,20403,3.8503720741375016
54111626,6155,3.7174417796595343
1812557,12523,4.616604945967892
26980365,22806,2.7971818749763506
73734551,20817,3.3609281311941395
94306239,19622,1.830414744502305
31867186,14676,3.8221407141840134
89056684,3967,3.2517084904014624
98038425,19285,3.612774443124865
46017068,16324,4.960606947351732
76084960,5806,4.216028843417681
93342033,32251,3.4311461174791553
18917092,24316,3.8786740852645747
41858599,16558,2.248680060402301
30839421,8759,2.977560526695074
77005356,33371,4.162530204746395
12827538,20733,2.347734722562831
34319987,38039,3.8051771217393022
