45882080,4298
70331108,12285
53417379,15230
90607973,3785
46768202,23146
53145456,14802
53970860,8383
20659135,34012
88549220,17057
96615834,33406
57806904,16536
60176043,19297
65408331,4698
95185509,25761
42112341,16687
53172426,8521
21822569,14197
99824586,7427
30221574,39501
15493907,32353
86839143,5487
23409285,11688
66147230,37261
19550762,2298
86756416,2908
70184615,31926
12042485,32939
92535550,4678
51920102,5627
24321288,15508
21777300,1881
76029898,15182
59291475,26215
24424732,38060
36538681,22028
61322612,4297
84983482,16106
1681804,25591
32169018,21353
88867701,12128
47219251,32831
64676936,3512
78361972,2049
75455757,9722
35991499,10710
21257068,3806
82294807,13239
82411096,11262
25791710,13059
63733070,16720
84684934,25709
28690324,15221
33376560,14350
44952296,26793
84950986,30328
87059765,10290
4201981,35257
21996947,8726
27913543,5995
68624729,35624
41869386,27722
85642947,33533
39636849,24003
20719434,14890
86293825,29741
54997373,38495
66965389,5430
85922425,18259
51752647,10624
48564679,30677
50836660,30733
35880050,9358
95956058,29835
9077643,39662
79512373,12791
14947923,34581
24270649,26706
93330818,9983
72575690,32562
46993644,6762
49459560,37315
82054298,31903
28779898,20403
54111626,6155
1812557,12523
26980365,22806
73734551,20817
94306239,19622
31867186,14676
89056684,3967
98038425,19285
46017068,16324
76084960,5806
93342033,32251
18917092,24316
41858599,16558
30839421,8759
77005356,33371
12827538,20733
34319987,38039
50958627,15519
78177448,26730
19798143,6561
56826191,3782
53817100,18892
8587576,21603
50629783,10477
1855386,31017
18271676,29725
52205371,35623
49904704,27152
16042019,32690
17139273,21063
79745760,11236
57691720,38248
85640244,13081
11851019,22487
83650083,26258
31351371,8753
46137190,7489
45582199,32027
64307599,26810
84517556,27804
1349088,4677
73375687,33017
65815576,2734
43263562,21386
95280343,35620
66449896,18046
71639848,23227
33067733,35985
42594812,34980
15897015,2639
17333485,26051
21191466,31116
68590968,2856
12203206,15048
41017700,27178
77325816,38127
20423634,10975
51518177,10596
90319546,31903
58077091,1907
81049775,19354
6588491,26498
92038609,38057
37238304,32289
34143899,36916
42254368,20614
18523367,30456
59466212,34319
77107214,3023
47903415,10560
49882877,20850
93736502,8503
57695811,18125
68744073,32964
50745248,11905
98783870,18627
89483574,30344
85909532,27812
36366942,21304
9915801,8873
93762519,32342
17159157,17102
43837956,17634
34789593,22564
29571709,28969
29108119,35766
28886162,13360
40152741,17198
86308319,2204
69846838,25662
72016974,34131
3230550,13555
74110751,38416
32915368,34952
76089559,1079
90017939,33646
28434679,16379
62065731,34628
93259471,35435
96514843,35623
83358720,31127
80461302,21533
96253237,26707
67904157,38579
93325118,34518
94760078,19346
87849427,15902
16084083,35976
56671445,16204
10645203,38757
87774431,35676
48595597,24288
44102672,33372
95592476,29198
16820230,17506
94131829,18806
91969647,12738
36664882,21889
48649199,15070
75940827,21606
69200605,1335
1402776,18045
64933771,26075
73495916,34890
10663937,6228
80445717,29313
85253049,37366
44146622,4656
92247025,25657
16343347,21455
55523843,26548
15789855,33140
17355626,3111
37852856,35374
58046595,36260
10102208,28174
45016521,25390
7436731,26898
45971130,31187
14527166,7343
21111955,32911
36767326,1817
88647248,14134
93168268,17420
34015424,22888
3976850,7996
43705489,32943
48300063,18330
87694620,12884
75187581,31915
78298225,1400
19109047,32960
38025625,31012
73822988,14979
79335733,6874
84397351,9475
46316497,32017
36970949,22623
93488138,31196
84350438,17299
18754345,1522
47875957,15230
70663475,37830
53358744,12121
18531790,22608
68758559,22309
51719623,34446
88491219,14915
17382413,39725
40463207,15070
5678523,17468
13018226,20647
68474451,9425
55376414,14385
78155347,34056
43158043,11677
57854195,31838
71507103,34585
48003656,2451
19089036,1151
7723955,19371
98425397,12285
86266574,35727
99331181,14890
70880223,21845
53357222,24646
26895475,35609
4482847,1191
81875219,10751
33448644,26815
25498517,15608
56924873,34422
11106751,15990
5347035,4091
17188523,38085
38124545,23284
41253913,30418
59755100,26630
34027127,29270
29489853,20398
22615426,18640
85554155,27909
9377940,9746
17188523,11468
58404885,33446
91040768,15780
23037847,10974
95133821,16187
38710761,39886
33658127,3300
96763015,28962
55625722,32476
14367853,27064
93469924,29566
71361698,18984
17536073,15751
98493797,35739
51213954,13662
47284290,14085
74997947,26240
76232597,34123
17079224,19273
23623103,14487
76602753,4279
62094409,14426
37715319,14262
80863373,9547
85873259,3725
90837412,18712
18098286,17052
6682389,34087
8150514,21018
8494328,7686
85481197,16193
50531665,5034
48228295,32083
71555821,1360
71711719,24623
76024457,11547
8606808,15376
61805352,15638
93402550,30084
75323414,8476
43318126,36900
68472257,3238
10668466,13121
12256937,10375
12333466,25922
30276697,31772
57469127,33219
10910381,6108
80823030,23171
1635615,38411
31935555,16083
14662456,12131
69256473,32247
95345083,33088
62094409,4309
86423400,10002
14808354,19839
85241724,7838
15229531,23492
21992765,37878
95782795,26009
60429564,29157
46128508,31826
62947191,3732
93749110,38360
67534329,7546
60290908,16600
6320285,28605
23165739,12222
66065963,17167
70547063,39030
6987687,38697
81271709,26095
44387105,8854
11752414,22888
57388596,1706
75872862,39397
25767890,33112
41506656,26616
34652387,17138
66065963,23579
75556519,31196
27694827,39325
33350093,11229
38396545,39544
71691067,35609
46042493,30220
76229771,7489
67567912,36945
93409100,39030
2981784,36543
50710460,21908
66370404,16124
28892997,10813
56806759,35164
23545622,39495
1160889,35897
76442819,34050
56954249,39070
32592230,16083
74966118,29770
33984471,2009
61013505,2519
77019807,37060
68202537,9540
1443130,14401
8273930,29390
50501875,22153
46033572,31095
12319240,23553
18967726,36186
3529040,6617
30330897,39129
39980734,27152
63230775,16206
73066572,10084
46794789,24243
41245673,39082
93514622,12658
22623273,26711
